id,descripcion,grupo
Y25,"Contacto traumático con material explosivo, de intención no determinada",V01-Y98
Y26,"Exposición al humo, fuego y llamas, de intención no determinada",V01-Y98
Y27,"Contacto con vapor de agua, vapores y objetos calientes, de intención no determinada",V01-Y98
Y28,"Contacto traumático con objeto cortante, de intención no determinada",V01-Y98
Y29,"Contacto traumático con objeto romo o sin filo, de intención no determinada",V01-Y98
Y30,"Caída, salto o empujón desde lugar elevado, de intención no determinada",V01-Y98
Y31,"Caída, permanencia o carrera delante o hacia objeto en movimiento, de intención no determinada",V01-Y98
Y32,"Colisión de vehículo de motor, de intención no determinada",V01-Y98
Y33,"Otros eventos especificados, de intención no determinada",V01-Y98
Y34,"Evento no especificado, de intención no determinada",V01-Y98
Y35,Intervención legal,V01-Y98
Y36,Operaciones de guerra,V01-Y98
Y40,Efectos adversos de antibióticos sistemáticos,V01-Y98
Y41,Efectos adversos de otros antiinfecciosos y antiparasitarios sistemicos,V01-Y98
Y42,"Efectos adversos de hormonas y sus sustitutos sintéticos y antagonistas, no clasificados en otra parte",V01-Y98
Y43,Efectos adversos de agentes sistemicos primarios,V01-Y98
Y44,Efectos adversos de agentes que afectan primariamente los constituyentes de la sangre,V01-Y98
Y45,"Efectos adversos de drogas analgésicas, antipiréticas y antiinflamatorias",V01-Y98
Y46,Efectos adversos de drogas antiepilepticas y antiparkinsonianas,V01-Y98
Y47,"Efectos adversos de drogas sedantes, hipnóticas y ansioliticas",V01-Y98
Y48,Efectos adversos de gases anestésicos y terapéuticos,V01-Y98
Y49,"Efectos adversos de drogas psicotropicas, no clasificadas en otra parte",V01-Y98
Y50,"Efectos adversos de estimulantes del sistema nervioso central, no clasificados en otra parte",V01-Y98
Y51,Efectos adversos de drogas que afectan primariamente el sistema nervioso autónorno,V01-Y98
Y52,Efectos adversos de agentes que afectan primariamente el sistema cardiovascular,V01-Y98
Y53,Efectos adversos de agentes que afectan primariamente el sistema gastrointestinal,V01-Y98
Y54,Efectos adversos de agentes que afectan primariamente el equilibrio hidrico y el metabolismo mineral y del ácido úrico,V01-Y98
Y55,Efectos adversos de agentes que actúan primariamente sobre los músculos lisos y estriados y sobre el sistema respiratorio,V01-Y98
Y56,"Efectos adversos de agentes tópicos que afectan primariamente la piel y las membranas mucosas, y drogas oftalmológicas, otorrinolaringologia",V01-Y98
Y57,"Efectos adversos de otras drogas y medicamentos, y los no especificados",V01-Y98
Y58,Efectos adversos de vacunas bacterianas,V01-Y98
Y59,"Efectos adversos de otras vacunas y sustancias biológicas, y las no especificadas",V01-Y98
Y60,"Corte, punción, perforación o hemorragia no intencional durante la atención medica y quirúrgica",V01-Y98
Y61,Objeto extraño dejado accidentalmente en el cuerpo durante la atención medica y quirúrgica,V01-Y98
Y62,Fallas en la esterilización durante la atención medica y quirúrgica,V01-Y98
Y63,Falla en la dosificación durante la atención medica y quirúrgica,V01-Y98
Y64,Medicamentos o sustancias biológicas contaminados,V01-Y98
Y65,Otros incidentes durante la atención medica y quirúrgica,V01-Y98
Y66,No administración de la atención medica y quirúrgica,V01-Y98
Y69,Incidentes no especificados durante la atención medica y quirúrgica,V01-Y98
Y70,Dispositivos de anestesióloga asociados con incidentes adversos,V01-Y98
Y71,Dispositivos cardiovasculares asociados con incidentes adversos,V01-Y98
Y72,Dispositivos otorrinolaringologicos asociados con incidentes adversos,V01-Y98
Y73,Dispositivos de gastroenterología y urología asociados con incidentes adversos,V01-Y98
Y74,Dispositivos para uso hospitalario general y personal asociados con incidentes adversos,V01-Y98
Y75,Dispositivos neurológicos asociados con incidentes adversos,V01-Y98
Y76,Dispositivos ginecológicos y obstétricos asociados con incidentes adversos,V01-Y98
Y77,Dispositivos oftálmicos asociados con incidentes adversos,V01-Y98
Y78,Aparatos radiológicos asociados con incidentes adversos,V01-Y98
Y79,Dispositivos ortopédicos asociados con incidentes adversos,V01-Y98
Y80,Aparatos de medicina física asociados con incidentes adversos,V01-Y98
Y81,Dispositivos de cirugía general y plástica asociados con incidentes adversos,V01-Y98
Y82,"Otros dispositivos médicos, y los no especificados, asociados con incidentes adversos",V01-Y98
Y83,"Cirugía y otros procedimientos quirúrgicos como la causa de reacción anormal del paciente o de complicación posterior, sin mención de incidente en el momento de efectuar el procedimiento",V01-Y98
Y84,"Otros procedimientos médicos como la causa de reacción anormal del paciente o de complicación posterior, sin mención de incidente en el momento",V01-Y98
Y85,Secuelas de accidentes de transporte,V01-Y98
Y86,Secuelas de otros accidentes,V01-Y98
Y87,"Secuelas de lesiones autoinfligidas intencionalmente, agresiones y eventos de intención no determinada",V01-Y98
Y88,Secuelas con atención medica y quirúrgica como causa externa,V01-Y98
Y89,Secuelas de otras causas externas,V01-Y98
Y90,Evidencia de alcoholismo determinada por el nivel de alcohol en la sangre,V01-Y98
Y91,Evidencia de alcoholismo determinada por el nivel de intoxicación,V01-Y98
Y95,Afección nosocomial,V01-Y98
Y96,Afección relacionada con el trabajo,V01-Y98
Y97,Afección relacionada con la contaminación ambiental,V01-Y98
Y98,Afección relacionada con el estilo de vida,V01-Y98
Z00,Examen general e investigación de personas sin quejas o sin diagnostico informado,Z00-Z99
Z01,Otros exámenes especiales e investigaciones en personas sin quejas o sin diagnostico informado,Z00-Z99
Z02,Exámenes y contactos para fines administrativos,Z00-Z99
Z03,Observación y evaluación medicas por sospecha de enfermedades y afecciones,Z00-Z99
Z04,Examen y observación por otras razones,Z00-Z99
Z08,Examen de seguimiento consecutivo al tratamiento por tumor maligno,Z00-Z99
Z09,Examen de seguimiento consecutivo a tratamiento por otras afecciones diferentes a tumores malignos,Z00-Z99
Z10,Control general de salud de rutina de subpoblaciones definidas,Z00-Z99
Z11,Examen de pesquisa especial para enfermedades infecciosas y parasitarias,Z00-Z99
Z12,Examen de pesquisa especial para tumores,Z00-Z99
Z13,Examen de pesquisa especial para otras enfermedades y trastornos,Z00-Z99
Z20,Contacto con y exposición a enfermedades transmisibles,Z00-Z99
Z21,Estado de infección sintomática por el virus de la inmunodeficiencia humana [VIH],Z00-Z99
Z22,Portador de enfermedad infecciosa,Z00-Z99
Z23,Necesidad de inmunización contra enfermedad bacteriana única,Z00-Z99
Z24,Necesidad de inmunización contra ciertas enfermedades virales,Z00-Z99
Z25,Necesidad de inmunización contra otras enfermedades virales únicas,Z00-Z99
Z26,Necesidad de inmunización contra otras enfermedades infecciosas únicas,Z00-Z99
Z27,Necesidad de inmunización contra combinaciones de enfermedades infecciosas,Z00-Z99
Z28,Inmunización no realizada,Z00-Z99
Z29,Necesidad de otras medidas profilácticas,Z00-Z99
Z30,Atención para la anticoncepción,Z00-Z99
Z31,Atención para la procreación,Z00-Z99
Z32,Examen y prueba del embarazo,Z00-Z99
Z33,"Estado de embarazo, incidental",Z00-Z99
Z34,Supervisión de embarazo normal,Z00-Z99
Z35,Supervisión de embarazo de alto riesgo,Z00-Z99
Z36,Pesquisas prenatales,Z00-Z99
Z37,Producto del parto,Z00-Z99
Z38,Nacidos vivos según lugar de nacimiento,Z00-Z99
Z39,Examen y atención del postparto,Z00-Z99
Z40,Cirugía profiláctica,Z00-Z99
Z41,Procedimientos para otros propósitos que no sean los de mejorar el estado de salud,Z00-Z99
Z42,Cuidados posteriores a la cirugía plástica,Z00-Z99
Z43,Atención de orificios artificiales,Z00-Z99
Z44,Prueba y ajuste de dispositivos protésicos externos,Z00-Z99
Z45,Asistencia y ajuste de dispositivos implantados,Z00-Z99
Z46,Prueba y ajuste de otros dispositivos,Z00-Z99
Z47,Otros cuidados posteriores a la ortopedia,Z00-Z99
Z48,Otros cuidados posteriores a la cirugía,Z00-Z99
Z49,Cuidados relativos al procedimiento de diálisis,Z00-Z99
Z50,Atención por el uso de procedimientos de rehabilitación,Z00-Z99
Z51,Otra atención medica,Z00-Z99
Z52,Donantes de órganos y tejidos,Z00-Z99
Z53,Persona en contacto con los servicios de salud para procedimientos específicos no realizados,Z00-Z99
Z54,Convalecencia,Z00-Z99
Z55,Problemas relacionados con la educación y la alfabetización,Z00-Z99
Z56,Problemas relacionados con el empleo y el desempleo,Z00-Z99
Z57,Exposición a factores de riesgo ocupacional,Z00-Z99
Z58,Problemas relacionados con el ambiente físico,Z00-Z99
Z59,Problemas relacionados con la vivienda y las circunstancias económicas,Z00-Z99
Z60,Problemas relacionados con el ambiente social,Z00-Z99
Z61,Problemas relacionados con hechos negativos en la niñez,Z00-Z99
Z62,Otros problemas relacionados con la crianza del niño,Z00-Z99
Z63,"Otros problemas relacionados con el grupo primario de apoyo, inclusive circunstancias familiares",Z00-Z99
Z64,Problemas relacionados con ciertas circunstancias psicosociales,Z00-Z99
Z65,Problemas relacionados con otras circunstancias psicosociales,Z00-Z99
Z70,"Consulta relacionada con actitud, conducta u orientación sexual",Z00-Z99
Z71,"Personas en contacto con los servicios de salud por otras consultas y consejos médicos, no clasificados en otra parte",Z00-Z99
Z72,Problemas relacionados con el estilo de vida,Z00-Z99
Z73,Problemas relacionados con dificultades con el modo de vida,Z00-Z99
Z74,Problemas relacionados con dependencia del prestador de servicios,Z00-Z99
Z75,Problemas relacionados con facilidades de atención medica u otros servicios de salud,Z00-Z99
Z76,Personas en contacto con los servicios de salud por otras circunstancias,Z00-Z99
Z80,Historia familiar de tumor maligno,Z00-Z99
Z81,Historia familiar de trastornos mentales y del comportamiento,Z00-Z99
Z82,Historia familiar de ciertas discapacidades y enfermedades crónicas incapacitasteis,Z00-Z99
Z83,Historia familiar de otros trastornos específicos,Z00-Z99
Z84,Historia familiar de otras afecciones,Z00-Z99
Z85,Historia personal de tumor maligno,Z00-Z99
Z86,Historia personal de algunas otras enfermedades,Z00-Z99
Z87,Historia personal de otras enfermedades y afecciones,Z00-Z99
Z88,"Historia personal de alergia a drogas, medicamentos y sustancias biológicas",Z00-Z99
Z89,Ausencia adquirida de miembros,Z00-Z99
Z90,"Ausencia adquirida de órganos, no clasificada en otra parte",Z00-Z99
Z91,"Historia personal de factores de riesgo, no clasificados en otra parte",Z00-Z99
Z92,Historia personal de tratamiento medico,Z00-Z99
Z93,Aberturas artificiales,Z00-Z99
Z94,Organos y tejidos trasplantados,Z00-Z99
Z95,Presencia de implantes e injertos cardiovasculares,Z00-Z99
Z96,Presencia de otros implantes funcionales,Z00-Z99
Z97,Presencia de otros dispositivos,Z00-Z99
Z98,Otros estados postquirúrgicos,Z00-Z99
Z99,"Dependencia de maquina y dispositivo capacitante, no clasificada en otra parte",Z00-Z99
